orderId,orderType,user,store,partner,buy,sell,Payment Mode,status,charge,extraCharges,Date,store name
13675,0,4170,152,289,218,218,Cash,Delivered,35,5,"Tuesday, 14 March, 2023",Saravanabhavan
14018,0,5741,152,4989,167,167,Cash,Delivered,25,5,"Thursday, 16 March, 2023",Saravanabhavan
14191,0,3108,136,3710,130,130,Cash,Delivered,25,0,"Friday, 17 March, 2023",Anwaria
13856,1,5328,152,4739,65,65,Cash,Delivered,25,5,"Wednesday, 15 March, 2023",Saravanabhavan
13855,1,5328,139,4739,98,98,Cash,Delivered,25,0,"Wednesday, 15 March, 2023",Swathi Mess
14360,0,5971,138,4739,965,965,Cash,Delivered,20,5,"Sunday, 19 March, 2023",Malairam
15570,0,2856,135,4989,95,95,Cash,Delivered,25,0,"Monday, 27 March, 2023",Hotel Sri Annapoorani
14162,1,3803,146,289,110,110,Cash,Delivered,15,0,"Friday, 17 March, 2023",Vani
14831,0,2256,204,3710,240,240,Cash,Delivered,20,0,"Wednesday, 22 March, 2023",SKC
14163,1,3803,182,289,40,40,Cash,Delivered,15,10,"Friday, 17 March, 2023",Others
14337,0,4245,135,834,140,140,Cash,Delivered,35,0,"Saturday, 18 March, 2023",Hotel Sri Annapoorani
14561,0,2396,182,227,225,225,Cash,Delivered,25,10,"Monday, 20 March, 2023",Others
14509,0,926,193,4989,160,160,Cash,Delivered,20,10,"Monday, 20 March, 2023",Royal Chicken
16528,0,5960,182,4739,1160,1160,Cash,Delivered,55,10,"Sunday, 2 April, 2023",Others
16401,0,2245,163,3710,50,50,Cash,Delivered,20,5,"Sunday, 2 April, 2023",Ameera
15126,0,958,152,227,102,102,Cash,Delivered,25,5,"Friday, 24 March, 2023",Saravanabhavan
14713,0,68,197,227,219,219,Cash,Delivered,40,10,"Tuesday, 21 March, 2023",Bon Bon
14971,0,5015,172,1054,350,350,Cash,Delivered,25,10,"Thursday, 23 March, 2023",Wikkis Own order
16120,0,6116,182,289,2019,2019,Cash,Delivered,25,5,"Friday, 31 March, 2023",Others
17075,0,1908,142,3710,200,200,Cash,Delivered,35,0,"Thursday, 6 April, 2023",Asma Briyani
15271,0,5897,152,1054,80,80,Cash,Delivered,30,5,"Saturday, 25 March, 2023",Saravanabhavan
16870,1,3761,152,4989,130,130,Cash,Delivered,22,0,"Wednesday, 5 April, 2023",Saravanabhavan
16262,0,5842,7,289,50,50,Cash,Delivered,20,5,"Saturday, 1 April, 2023",Kolambu Kadai
15422,0,6070,138,227,125,125,Cash,Delivered,25,5,"Sunday, 26 March, 2023",Malairam
15829,0,2862,197,4989,75,75,Cash,Delivered,25,5,"Wednesday, 29 March, 2023",Bon Bon
15694,0,1831,135,3710,60,60,Online,Delivered,25,0,"Tuesday, 28 March, 2023",Hotel Sri Annapoorani
12046,0,2951,179,3710,900,900,Online,Delivered,30,40,"Saturday, 4 March, 2023",Royal Sea Foods
16871,1,3761,134,4989,330,330,Cash,Delivered,22,5,"Wednesday, 5 April, 2023",Hotel Vallavan
16652,0,5220,139,6133,410,410,Cash,Delivered,25,0,"Tuesday, 4 April, 2023",Swathi Mess
16980,0,2337,143,4739,180,180,Cash,Delivered,25,0,"Thursday, 6 April, 2023",Rawther Briyani
16759,0,2155,184,6133,200,200,Cash,Delivered,50,10,"Wednesday, 5 April, 2023",Ajees Mutton
10019,0,912,149,551,70,70,Cash,Delivered,35,5,"Thursday, 16 February, 2023",Manoharan Juice Center
17164,0,5328,139,5597,400,400,Cash,Delivered,40,0,"Friday, 7 April, 2023",Swathi Mess
17246,0,5746,138,4739,215,215,Cash,Delivered,40,5,"Friday, 7 April, 2023",Malairam
17248,0,4137,138,4739,520,520,Cash,Delivered,30,5,"Friday, 7 April, 2023",Malairam
17315,0,4730,139,227,320,320,Cash,Delivered,40,0,"Saturday, 8 April, 2023",Swathi Mess
17385,0,475,165,4989,120,120,Cash,Delivered,20,10,"Saturday, 8 April, 2023",Uma Maheshwari
17450,0,6041,142,6133,380,380,Cash,Delivered,40,0,"Sunday, 9 April, 2023",Asma Briyani
10118,0,2405,197,289,119,119,Cash,Delivered,25,0,"Friday, 17 February, 2023",Bon Bon
9917,0,1987,158,834,60,60,Cash,Delivered,25,10,"Wednesday, 15 February, 2023",Aryabhavan
10212,0,2245,135,289,45,45,Cash,Delivered,20,0,"Saturday, 18 February, 2023",Hotel Sri Annapoorani
10402,0,2751,142,551,380,380,Cash,Delivered,20,0,"Sunday, 19 February, 2023",Asma Briyani
12072,0,4910,143,289,250,250,Cash,Delivered,25,0,"Saturday, 4 March, 2023",Rawther Briyani
10314,0,5604,143,4053,520,520,Online,Delivered,45,0,"Saturday, 18 February, 2023",Rawther Briyani
10583,0,2801,152,3221,26,26,Cash,Delivered,25,5,"Monday, 20 February, 2023",Saravanabhavan
10672,0,2750,197,834,499,499,Cash,Delivered,25,10,"Tuesday, 21 February, 2023",Bon Bon
10751,0,2232,139,3710,160,160,Cash,Delivered,5,5,"Wednesday, 22 February, 2023",Swathi Mess
17509,0,1198,182,3710,1586,1586,Cash,Delivered,25,10,"Sunday, 9 April, 2023",Others
18379,0,218,197,227,238,238,Cash,Delivered,25,10,"Saturday, 15 April, 2023",Bon Bon
12869,0,354,137,1054,840,840,Cash,Delivered,5,0,"Thursday, 9 March, 2023",Megabites
12637,1,1192,142,3710,550,550,Cash,Delivered,15,0,"Wednesday, 8 March, 2023",Asma Briyani
12638,1,1192,135,3710,220,220,Cash,Delivered,15,5,"Wednesday, 8 March, 2023",Hotel Sri Annapoorani
12750,1,659,137,227,750,750,Cash,Delivered,18,0,"Wednesday, 8 March, 2023",Megabites
12751,1,659,204,227,255,255,Cash,Delivered,18,5,"Wednesday, 8 March, 2023",SKC
12997,0,2373,149,4989,100,100,Cash,Delivered,30,10,"Friday, 10 March, 2023",Manoharan Juice Center
13131,0,5860,136,4739,200,200,Cash,Delivered,50,0,"Saturday, 11 March, 2023",Anwaria
13387,0,5001,143,1054,280,280,Cash,Delivered,25,0,"Sunday, 12 March, 2023",Rawther Briyani
13262,0,5878,196,4053,580,580,Online,Delivered,25,0,"Saturday, 11 March, 2023",Hotel Kamara
13688,0,4206,134,834,140,140,Cash,Delivered,25,0,"Tuesday, 14 March, 2023",Hotel Vallavan
13529,1,3689,182,4133,30,30,Cash,Delivered,13,10,"Monday, 13 March, 2023",Others
13528,1,3689,175,4133,75,75,Cash,Delivered,13,0,"Monday, 13 March, 2023",Arun Pharmacy
13857,0,5405,137,289,90,90,Cash,Delivered,25,5,"Wednesday, 15 March, 2023",Megabites
13995,0,4852,158,3710,160,160,Cash,Delivered,25,10,"Thursday, 16 March, 2023",Aryabhavan
13676,0,5405,209,4989,172,172,Cash,Delivered,20,10,"Tuesday, 14 March, 2023",SIVAGANGA KITCHEN
13841,0,773,139,4989,156,156,Cash,Delivered,20,0,"Wednesday, 15 March, 2023",Swathi Mess
14192,0,232,135,4133,90,90,Cash,Delivered,25,0,"Friday, 17 March, 2023",Hotel Sri Annapoorani
13999,0,769,172,834,280,280,Cash,Delivered,30,10,"Thursday, 16 March, 2023",Wikkis Own order
14019,1,3907,139,3710,200,200,Cash,Delivered,13,0,"Thursday, 16 March, 2023",Swathi Mess
14020,1,3907,152,3710,52,52,Cash,Delivered,13,5,"Thursday, 16 March, 2023",Saravanabhavan
14361,0,3108,152,289,100,100,Cash,Delivered,25,5,"Sunday, 19 March, 2023",Saravanabhavan
14562,0,5742,182,227,250,250,Cash,Delivered,25,10,"Monday, 20 March, 2023",Others
14510,0,2884,142,4989,240,240,Cash,Delivered,40,0,"Monday, 20 March, 2023",Asma Briyani
14338,1,2373,134,834,110,110,Cash,Delivered,15,0,"Saturday, 18 March, 2023",Hotel Vallavan
14165,1,5960,138,4133,170,170,Cash,Delivered,23,5,"Friday, 17 March, 2023",Malairam
14164,1,5960,143,4133,330,330,Cash,Delivered,23,0,"Friday, 17 March, 2023",Rawther Briyani
14339,1,2373,182,834,45,45,Cash,Delivered,15,10,"Saturday, 18 March, 2023",Others
14832,1,4873,138,4989,425,425,Cash,Delivered,15,0,"Wednesday, 22 March, 2023",Malairam
14833,1,4873,152,4989,110,110,Cash,Delivered,15,5,"Wednesday, 22 March, 2023",Saravanabhavan
14714,0,4871,175,3878,,,,Cancelled,0,0,"Tuesday, 21 March, 2023",Arun Pharmacy
15127,0,5657,197,3710,298,298,Cash,Delivered,30,10,"Friday, 24 March, 2023",Bon Bon
16263,0,6129,142,1054,210,210,Cash,Delivered,25,0,"Saturday, 1 April, 2023",Asma Briyani
15695,0,247,134,3878,,,,Cancelled,0,0,"Tuesday, 28 March, 2023",Hotel Vallavan
15571,1,5922,142,4739,100,100,Cash,Delivered,25,0,"Monday, 27 March, 2023",Asma Briyani
15423,0,6064,197,3710,455,455,Cash,Delivered,30,10,"Sunday, 26 March, 2023",Bon Bon
14973,1,1486,173,4739,65,65,Online,Delivered,16,10,"Thursday, 23 March, 2023",Master Bakery
14972,1,1486,186,4739,125,125,Online,Delivered,16,0,"Thursday, 23 March, 2023",Best maligai
15572,1,5922,182,4739,40,40,Cash,Delivered,25,10,"Monday, 27 March, 2023",Others
15272,1,3091,208,227,200,200,Online,Delivered,18,0,"Saturday, 25 March, 2023",GANESAN JUICE STORE
15273,1,3091,182,227,4,4,Online,Delivered,18,10,"Saturday, 25 March, 2023",Others
16653,0,2487,204,4270,440,440,Cash,Delivered,35,0,"Tuesday, 4 April, 2023",SKC
16121,0,3740,196,4739,300,300,Cash,Delivered,20,0,"Friday, 31 March, 2023",Hotel Kamara
15830,0,963,173,3710,220,220,Cash,Delivered,25,0,"Wednesday, 29 March, 2023",Master Bakery
15976,1,2737,151,289,150,150,Cash,Delivered,15,0,"Thursday, 30 March, 2023",Arun Ice Cream
15977,1,2737,182,289,32,32,Cash,Delivered,15,10,"Thursday, 30 March, 2023",Others
16529,0,4593,8,4739,295,295,Cash,Delivered,0,0,"Sunday, 2 April, 2023",MISTAKE
16402,0,3689,135,6133,70,70,Cash,Delivered,20,0,"Sunday, 2 April, 2023",Hotel Sri Annapoorani
16760,0,1080,158,4739,107,107,Cash,Delivered,25,5,"Wednesday, 5 April, 2023",Aryabhavan
16872,0,586,134,4739,270,270,Cash,Delivered,25,0,"Wednesday, 5 April, 2023",Hotel Vallavan
16981,0,2672,139,4270,380,380,Cash,Delivered,20,0,"Thursday, 6 April, 2023",Swathi Mess
17076,0,939,209,227,292,292,Cash,Delivered,35,10,"Thursday, 6 April, 2023",SIVAGANGA KITCHEN
17161,0,1555,135,3710,90,90,Cash,Delivered,20,0,"Friday, 7 April, 2023",Hotel Sri Annapoorani
17249,0,5050,139,227,210,210,Cash,Delivered,20,0,"Friday, 7 April, 2023",Swathi Mess
17313,0,4500,143,4989,330,330,Cash,Delivered,25,0,"Saturday, 8 April, 2023",Rawther Briyani
9918,0,1908,190,4133,160,160,Cash,Delivered,35,10,"Wednesday, 15 February, 2023",Naganathar
10022,1,3267,203,4270,135,135,Online,Delivered,0,0,"Thursday, 16 February, 2023",WE CHAI
25975,0,4041,152,5597,180,180,Cash,Delivered,20,5,"Saturday, 3 June, 2023",Saravanabhavan
10021,1,3267,197,4270,264,264,Online,Delivered,0,0,"Thursday, 16 February, 2023",Bon Bon
10215,0,380,152,4739,50,50,Cash,Delivered,20,0,"Saturday, 18 February, 2023",Saravanabhavan
10315,1,934,135,289,290,290,Cash,Delivered,15,0,"Saturday, 18 February, 2023",Hotel Sri Annapoorani
10120,0,1959,182,227,0,0,Online,Delivered,25,0,"Friday, 17 February, 2023",Others
12752,0,4805,139,4133,196,196,Cash,Delivered,20,0,"Wednesday, 8 March, 2023",Swathi Mess
12639,0,2373,195,4989,90,90,Cash,Delivered,30,10,"Wednesday, 8 March, 2023",Bagavan medicals
12998,0,2851,197,3710,373,373,Cash,Delivered,25,10,"Friday, 10 March, 2023",Bon Bon
13132,0,648,138,227,865,865,Cash,Delivered,20,0,"Saturday, 11 March, 2023",Malairam
13522,0,3244,136,4989,245,245,Cash,Delivered,30,0,"Monday, 13 March, 2023",Anwaria
13677,0,2977,139,4989,192,192,Cash,Delivered,25,0,"Tuesday, 14 March, 2023",Swathi Mess
12872,0,4387,204,4739,160,160,Cash,Delivered,20,0,"Thursday, 9 March, 2023",SKC
12871,1,219,197,4133,104,104,Cash,Delivered,15,10,"Thursday, 9 March, 2023",Bon Bon
12870,1,219,134,4133,310,310,Cash,Delivered,15,0,"Thursday, 9 March, 2023",Hotel Vallavan
13388,0,5891,143,1054,360,360,Cash,Delivered,20,0,"Sunday, 12 March, 2023",Rawther Briyani
13842,0,5,137,4739,130,130,Cash,Delivered,30,5,"Wednesday, 15 March, 2023",Megabites
13264,1,177,136,227,322,322,Cash,Delivered,23,5,"Saturday, 11 March, 2023",Anwaria
13263,1,177,137,227,220,220,Cash,Delivered,23,0,"Saturday, 11 March, 2023",Megabites
14000,0,5478,134,3710,380,380,Cash,Delivered,25,0,"Thursday, 16 March, 2023",Hotel Vallavan
13689,0,1987,136,4053,100,100,Online,Delivered,25,0,"Tuesday, 14 March, 2023",Anwaria
13858,0,3947,136,4053,190,190,Cash,Delivered,20,0,"Wednesday, 15 March, 2023",Anwaria
13990,0,2851,134,4989,130,130,Cash,Delivered,30,0,"Thursday, 16 March, 2023",Hotel Vallavan
14021,0,1112,134,4133,135,135,Cash,Delivered,20,0,"Thursday, 16 March, 2023",Hotel Vallavan
14193,0,42,134,4133,250,250,Cash,Delivered,25,0,"Friday, 17 March, 2023",Hotel Vallavan
14166,0,5464,138,289,455,455,Cash,Delivered,35,0,"Friday, 17 March, 2023",Malairam
15424,0,583,142,289,60,60,Cash,Delivered,25,0,"Sunday, 26 March, 2023",Asma Briyani
14563,0,4269,170,289,360,360,Cash,Delivered,25,10,"Monday, 20 March, 2023",Alifat Delights Order
14511,0,3470,193,4989,80,80,Online,Delivered,20,0,"Monday, 20 March, 2023",Royal Chicken
